job_number,field,old_value,new_value,reason,edited_date
110033080,Hotel_prop,168,168,,1/28/2020
110033080,units_prop,168,0,,1/28/2020
110034276,units_init,,0,change u_init,8/13/2019
110037674,OtherB_init,8,8,,1/31/2020
110037674,units_init,8,1,,1/31/2020
110040250,OtherB_init,2,8,,2/3/2020
110040250,units_init,2,0,,2/3/2020
110040526,Hotel_prop,614,614,,1/28/2020
110040526,units_prop,614,0,,1/28/2020
110042971,units_init,,2,change u_init,8/13/2019
110042980,units_init,,2,change u_init,8/13/2019
110048895,units_init,,8,change u_init,8/13/2019
110049242,units_init,,4,change u_init,8/13/2019
110049288,occ_prop,Hotel or Dormitory,Residential,change occ_prop,8/13/2019
110049313,bin,,1088475,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_2011,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_2012,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_2013,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_2014,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_2015,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_2016,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_2017,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_2018,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_postapr2010,,1,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,unit_change_preapr2010,,0,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110049313,units_complete,-71,1,job related to units_.sql,2/19/2020
110049313,units_init,231,159,job related to units_.sql,2/19/2020
110049313,units_prop,,160,Geocoding (add Lat/Long) / change u_init / change u_prop,8/13/2019
110051318,units_init,,11,change u_init,8/13/2019
110051611,units_init,,2,change u_init,8/13/2019
110052228,units_init,,5,,12/1/2019
110055797,units_init,,2,change u_init,8/13/2019
110060193,OtherB_init,16,16,,1/31/2020
110060193,units_init,16,1,,1/31/2020
110062128,Hotel_prop,122,122,,1/28/2020
110062128,units_prop,122,0,,1/28/2020
110063270,units_init,0,4,,1/28/2020
110063305,Hotel_prop,0,108,job related to units_.sql,2/21/2020
110063305,units_init,,5,job related to units_.sql,2/21/2020
110069602,Hotel_prop,239,239,,1/28/2020
110069602,units_prop,239,0,,1/28/2020
110078754,OtherB_init,0,8,,2/3/2020
110078754,units_init,,0,change u_init,8/13/2019
110080787,bbl,,1008630021,change BBL,8/13/2019
110080787,latitude,,40.74741,change BBL,8/13/2019
110080787,longitude,,-73.9836,change BBL,8/13/2019
110084088,OtherB_init,1,11,,2/3/2020
110084505,units_init,,6,,12/1/2019
110094406,units_init,,0,change u_init,8/13/2019
110095753,Hotel_prop,150,150,,1/28/2020
110095753,units_prop,150,0,,1/28/2020
110097332,Hotel_init,145,145,,2/3/2020
110097332,Hotel_prop,145,145,,2/3/2020
110097332,units_init,145,0,,2/3/2020
110097332,units_prop,145,0,,2/3/2020
110098723,units_init,,29,change u_init,8/13/2019
110103940,Hotel_prop,177,177,,1/28/2020
110103940,units_prop,177,0,,1/28/2020
110105608,OtherB_init,9,9,,2/3/2020
110105608,OtherB_prop,11,9,,2/3/2020
110105608,units_init,9,0,,2/3/2020
110105608,units_prop,11,2,,2/3/2020
110110022,unit_change_2011,,0,change unit_change_2011 / change unit_net_complete,8/13/2019
110111511,units_init,,0,change u_init,8/13/2019
110117436,Hotel_prop,67,67,,1/28/2020
110117436,units_prop,67,0,,1/28/2020
110120119,OtherB_init,16,16,,1/31/2020
110120119,units_init,16,0,,1/31/2020
110122108,Hotel_init,1315,1315,,1/28/2020
110122108,Hotel_prop,1332,1332,,1/28/2020
110122108,units_init,1315,0,,1/28/2020
110122108,units_prop,1332,0,,1/28/2020
110124767,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
110125132,Hotel_init,101,24,,2/3/2020
110125132,Hotel_prop,104,103,,2/3/2020
110125132,occ_prop,Residential: Multi-Family,Hotel or Dormitory,mixed-use hotel-res,8/13/2019
110125132,OtherB_prop,104,103,,1/28/2020
110125132,units_init,101,69,,2/3/2020
110125132,units_prop,104,1,,2/13/2020
110125793,Hotel_prop,14,14,,2/13/2020
110125793,unit_change_2014,,-3,change u_prop,8/13/2019
110125793,units_prop,14,0,,2/13/2020
110126239,OtherB_init,18,15,,1/31/2020
110126239,OtherB_prop,16,12,,1/31/2020
110126239,units_init,18,3,,1/31/2020
110126239,units_prop,16,4,,1/31/2020
110127773,OtherB_init,1,8,,2/3/2020
110127773,units_init,1,0,,2/3/2020
110129138,units_init,,0,change u_init,8/13/2019
110129922,Hotel_prop,56,56,,1/28/2020
110129922,units_prop,56,0,,1/28/2020
110132240,Hotel_prop,43,43,,1/28/2020
110132240,units_prop,43,0,,1/28/2020
110142658,occ_prop,Assembly: Other,Eating & Drinking,change occ_prop,8/13/2019
110159783,OtherB_init,0,8,job related to units_.sql,2/21/2020
110162724,Hotel_prop,497,497,,1/28/2020
110162724,units_prop,497,0,,1/28/2020
110166132,Hotel_prop,50,50,,1/28/2020
110166132,units_prop,50,0,,1/28/2020
110168871,Hotel_prop,113,113,,1/28/2020
110168871,units_prop,113,0,,1/28/2020
110172385,OtherB_init,6,4,,2/3/2020
110172385,units_init,6,5,,2/3/2020
110176853,OtherB_init,12,11,,1/31/2020
110176853,units_init,12,1,,1/31/2020
110184693,OtherB_init,9,7,,1/31/2020
110184693,units_init,9,2,,1/31/2020
110184719,OtherB_init,18,17,,1/31/2020
110184719,OtherB_prop,13,11,,1/31/2020
110184719,units_init,18,1,,1/31/2020
110184719,units_prop,13,2,,1/31/2020
110185941,OtherB_init,0,3,,2/3/2020
110185941,units_init,0,1,,2/3/2020
110188788,units_init,,0,change u_init,8/13/2019
110197082,Hotel_prop,81,81,job related to units_.sql,2/19/2020
110197082,unit_change_2011,,0,change u_prop,8/13/2019
110197082,unit_change_2012,,0,change u_prop,8/13/2019
110197082,unit_change_2013,,0,change u_prop,8/13/2019
110197082,unit_change_2014,,-21,change u_prop,8/13/2019
110197082,unit_change_2015,,0,change u_prop,8/13/2019
110197082,unit_change_2016,,0,change u_prop,8/13/2019
110197082,unit_change_2017,,0,change u_prop,8/13/2019
110197082,unit_change_2018,,0,change u_prop,8/13/2019
110197082,unit_change_postapr2010,,0,change u_prop,8/13/2019
110197082,unit_change_preapr2010,,0,change u_prop,8/13/2019
110197082,units_init,40,21,job related to units_.sql,2/19/2020
110197082,units_prop,81,0,job related to units_.sql,2/19/2020
110201521,unit_change_2011,,0,change u_init / change u_prop,8/13/2019
110201521,units_init,,25,change u_init / change u_prop,8/13/2019
110207936,Hotel_prop,135,135,,1/28/2020
110207936,units_prop,135,0,,1/28/2020
110210290,unit_change_2016,,8,job related to units_.sql,2/19/2020
110210290,units_init,12,16,job related to units_.sql,2/19/2020
110210290,units_prop,12,24,job related to units_.sql,2/19/2020
110215035,Hotel_prop,132,132,,1/28/2020
110215035,units_prop,132,0,,1/28/2020
110216285,units_prop,,0,change u_prop,8/13/2019
110236940,Hotel_prop,148,148,,1/28/2020
110236940,units_prop,148,0,,1/28/2020
110287118,OtherB_init,10,9,,1/31/2020
110287118,units_init,10,1,,1/31/2020
110288769,OtherB_init,8,13,,1/31/2020
110288769,units_init,8,0,,1/31/2020
110298428,Hotel_prop,89,89,,1/28/2020
110298428,units_prop,89,0,,1/28/2020
110304019,occ_prop,Hotel or Dormitory,Residential,job related to units_.sql,2/21/2020
110304019,units_init,13,1,job related to units_.sql,2/21/2020
110304019,units_prop,0,1,job related to units_.sql,2/21/2020
120164623,OtherB_init,8,8,,2/3/2020
110324364,occ_prop,Hotel or Dormitory,Residential,job related to units_.sql,2/21/2020
110324364,units_prop,0,10,job related to units_.sql,2/21/2020
110324710,Hotel_init,64,159,,2/3/2020
110324710,Hotel_prop,63,165,,2/3/2020
110324710,units_init,64,2,,2/3/2020
110324710,units_prop,63,0,,2/3/2020
110326727,Hotel_init,1,276,,1/31/2020
110326727,occ_init,Residential: Multi-Family,Hotel or Dormitory,change occ_init,8/13/2019
110326727,OtherB_init,1,258,,1/28/2020
110326727,units_init,1,3,,1/31/2020
110326987,occ_init,Hotel or Dormitory,Residential,job related to units_.sql,2/21/2020
110326987,units_init,0,78,job related to units_.sql,2/21/2020
110327806,Hotel_prop,96,96,,1/28/2020
110327806,units_prop,96,0,,1/28/2020
110333568,occ_init,Hotel or Dormitory,Residential,change occ_init,8/13/2019
110333568,OtherB_init,0,10,,2/3/2020
110333568,units_init,0,2,,2/3/2020
110334399,Hotel_prop,135,135,,1/28/2020
110334399,units_prop,135,0,,1/28/2020
110336743,OtherB_init,38,38,,1/31/2020
110336743,OtherB_prop,34,34,,1/31/2020
110336743,units_init,38,0,,1/31/2020
110336743,units_prop,34,0,,1/31/2020
110337234,Hotel_prop,9,9,,1/28/2020
110337234,units_prop,9,0,,1/28/2020
110340612,occ_prop,Residential: 1 & 2 Family,Assisted Living Institution,change u_init / change u_prop / change occ_prop,8/13/2019
110340612,units_init,,0,change u_init / change u_prop / change occ_prop,8/13/2019
110340612,units_prop,,15,change u_init / change u_prop / change occ_prop,8/13/2019
110342022,occ_init,,Hotel or Dormitory,change occ_init,8/13/2019
110346162,Hotel_prop,185,185,,1/28/2020
110346162,units_prop,185,0,,1/28/2020
110352449,Hotel_init,208,208,job related to units_.sql,2/21/2020
110352449,Hotel_prop,0,213,job related to units_.sql,2/21/2020
110352449,occ_init,Residential,Hotel or Dormitory,change occ_init,8/13/2019
110352449,units_init,208,1,job related to units_.sql,2/21/2020
110353750,Hotel_prop,54,54,,1/28/2020
110353750,units_prop,54,0,,1/28/2020
110360234,OtherB_init,2,10,,2/3/2020
110360234,units_init,2,1,,2/3/2020
110365710,OtherB_init,11,11,,1/31/2020
110365710,units_init,11,0,,1/31/2020
110368183,occ_init,Hotel or Dormitory,Residential,change occ_init,8/13/2019
110374942,OtherB_init,8,6,,1/31/2020
110374942,units_init,8,2,,1/31/2020
110379518,Hotel_prop,177,177,,1/28/2020
110379518,units_prop,177,0,,1/28/2020
110390167,Hotel_prop,15,15,,1/28/2020
110390167,units_prop,15,0,,1/28/2020
110396090,OtherB_init,14,14,,1/31/2020
110396090,units_init,14,0,,1/31/2020
110401119,Hotel_prop,224,224,,1/28/2020
110401119,units_prop,224,0,,1/28/2020
110408513,occ_prop,Assembly: Other,Residential: Multi-Family,change occ_prop,8/13/2019
110410591,occ_prop,Hotel or Dormitory,Hotel or Dormitory,change occ_prop,2/18/2020
110410591,OtherB_init,95,95,job related to units_.sql,2/21/2020
110410591,OtherB_prop,0,86,job related to units_.sql,2/21/2020
110410591,units_init,95,0,job related to units_.sql,2/21/2020
110444163,unit_change_2012,,0,change u_init / change u_prop,8/13/2019
110444163,units_init,,250,change u_init / change u_prop,8/13/2019
110450342,Hotel_prop,1,64,,2/3/2020
110450342,units_prop,1,0,,2/3/2020
110450752,Hotel_init,0,101,,1/28/2020
110450752,OtherB_prop,91,91,,1/28/2020
110450752,units_prop,91,0,,1/28/2020
110465229,Hotel_init,91,90,,2/14/2020
110465229,Hotel_prop,90,89,change occ_prop,8/13/2019
110465229,units_init,91,1,change occ_prop,2/14/2020
110465229,units_prop,90,1,change occ_prop,8/13/2019
110465871,Hotel_init,184,188,job related to units_.sql,2/21/2020
110465871,Hotel_prop,0,145,job related to units_.sql,2/21/2020
110465871,occ_init,Residential,Hotel or Dormitory,change occ_init,8/13/2019
110465871,units_init,184,0,job related to units_.sql,2/21/2020
110468770,units_init,3,0,,1/31/2020
111555674,remove,,,,1/30/2020
120009971,Hotel_prop,206,206,,1/28/2020
120009971,units_prop,206,0,,1/28/2020
120011833,unit_change_postapr2010,,0,change u_init / change u_prop,8/13/2019
120011833,units_init,,14,change u_init / change u_prop,8/13/2019
120012574,OtherB_init,13,12,,1/31/2020
120012574,units_init,13,1,,1/31/2020
120013822,Hotel_prop,128,128,,1/28/2020
120013822,units_prop,128,0,,1/28/2020
120017828,occ_init,,Hotel or Dormitory,change occ_init,8/13/2019
120021485,units_prop,,0,change u_prop,8/13/2019
120028424,occ_init,Residential,Hotel or Dormitory,change occ_init,8/13/2019
120028424,OtherB_init,214,213,job related to units_.sql,2/21/2020
120028424,OtherB_prop,0,220,job related to units_.sql,2/21/2020
120028424,units_init,214,1,job related to units_.sql,2/21/2020
120028424,units_prop,0,1,job related to units_.sql,2/21/2020
120031606,OtherB_init,1,105,job related to units_.sql,2/21/2020
120031606,OtherB_prop,0,105,job related to units_.sql,2/21/2020
120031606,units_prop,0,1,job related to units_.sql,2/21/2020
120032375,Hotel_prop,0,132,job related to units_.sql,2/21/2020
120032375,units_init,1,96,job related to units_.sql,2/21/2020
120041374,Hotel_prop,135,135,,1/28/2020
120041374,units_prop,135,0,,1/28/2020
120057375,Hotel_prop,,16,mixed-use hotel-res,8/13/2019
120057375,occ_category,Other,Residential,mixed-use hotel-res,8/13/2019
120057375,unit_change_2015,,4,mixed-use hotel-res,8/13/2019
120057375,units_complete,20,4,mixed-use hotel-res,8/13/2019
120057375,units_prop,,4,mixed-use hotel-res,8/13/2019
120058025,occ_prop,Commercial,Residential: Multi-Family,change occ_prop,8/13/2019
120064312,Hotel_prop,639,639,,1/28/2020
120064312,units_prop,639,0,,1/28/2020
120067729,Hotel_prop,173,173,,1/28/2020
120067729,units_prop,173,0,,1/28/2020
120076960,Hotel_prop,94,94,,1/28/2020
120076960,units_prop,94,0,,1/28/2020
120081277,Hotel_prop,130,130,,1/28/2020
120081277,units_prop,130,0,,1/28/2020
120081400,units_init,,0,change u_init,8/13/2019
120085772,Hotel_prop,0,48,job related to units_.sql,2/21/2020
120085950,Hotel_prop,0,301,job related to units_.sql,2/21/2020
120085950,units_init,225,244,job related to units_.sql,2/21/2020
120086762,Hotel_prop,213,213,job related to units_.sql,2/19/2020
120086762,unit_change_2012,,0,change u_prop,8/13/2019
120086762,unit_change_2013,,0,change u_prop,8/13/2019
120086762,unit_change_2014,,-134,change u_prop,8/13/2019
120086762,unit_change_2015,,0,change u_prop,8/13/2019
120086762,unit_change_2016,,0,change u_prop,8/13/2019
120086762,unit_change_2017,,0,change u_prop,8/13/2019
120086762,unit_change_2018,,0,change u_prop,8/13/2019
120086762,unit_change_postapr2010,,0,change u_prop,8/13/2019
120086762,unit_change_preapr2010,,0,change u_prop,8/13/2019
120086762,units_prop,213,0,job related to units_.sql,2/19/2020
120088074,Hotel_prop,196,196,,1/28/2020
120088074,units_prop,196,0,,1/28/2020
120090187,Hotel_prop,197,197,,1/28/2020
120090187,units_prop,197,0,,1/28/2020
120090356,Hotel_prop,0,30,,2/18/2020
120090356,OtherB_init,126,126,,2/18/2020
120090356,units_init,126,1,,2/18/2020
120090356,units_prop,0,68,,2/18/2020
120090506,OtherB_init,1,34,,1/31/2020
120090506,OtherB_prop,7,7,,1/31/2020
120090506,units_init,1,0,,1/31/2020
120090506,units_prop,7,0,,1/31/2020
120090542,Hotel_prop,173,173,,1/28/2020
120090542,units_prop,173,0,,1/28/2020
120096573,unit_change_postapr2010,,0,change u_init / change u_prop,8/13/2019
120096573,units_init,,576,change u_init / change u_prop,8/13/2019
120099035,OtherB_init,15,15,,1/31/2020
120099035,units_init,15,0,,1/31/2020
120099222,Hotel_init,46,128,job related to units_.sql,2/21/2020
120099222,Hotel_prop,0,128,job related to units_.sql,2/21/2020
120099222,units_init,46,1,job related to units_.sql,2/21/2020
120099222,units_prop,0,1,job related to units_.sql,2/21/2020
120117658,units_prop,0,5,job related to units_.sql,2/21/2020
120126782,OtherB_init,7,6,,1/31/2020
120126782,units_init,7,1,,1/31/2020
120136762,OtherB_init,12,7,,1/31/2020
120136762,units_init,12,2,,1/31/2020
120156311,Hotel_init,0,959,,1/28/2020
120156311,Hotel_prop,959,959,,1/28/2020
120156311,units_prop,959,1,,1/28/2020
120164623,OtherB_prop,6,4,,2/3/2020
120164623,units_init,8,0,,2/3/2020
120164623,units_prop,6,2,,2/3/2020
120169085,OtherB_init,15,14,,1/31/2020
120169085,units_init,15,1,,1/31/2020
120175924,OtherB_init,12,12,,1/31/2020
120175924,units_init,12,0,,1/31/2020
120178244,Hotel_prop,,227,change occ_prop,8/13/2019
120178244,occ_prop,Residential: Multi-Family,Hotel or Dormitory,change occ_prop,8/13/2019
120178244,units_init,0,12,job related to units_.sql,2/21/2020
120178244,units_prop,0,12,job related to units_.sql,2/21/2020
120186100,Hotel_prop,0,18,,1/28/2020
120186100,OtherB_init,31,8,,1/28/2020
120186100,units_init,31,2,,1/28/2020
120186100,units_prop,0,0,,1/28/2020
120202066,Hotel_prop,0,5,,1/31/2020
120202066,units_init,13,16,,1/31/2020
120202066,units_prop,0,11,,1/31/2020
120203751,occ_prop,Commercial,Educational,change occ_prop,8/13/2019
120203751,OtherB_prop,218,218,,1/28/2020
120203751,units_prop,218,0,,1/28/2020
120218111,OtherB_init,7,5,,1/31/2020
120218111,units_init,7,2,,1/31/2020
120222776,occ_prop,Residential: Multi-Family,Hotel or Dormitory,change occ_prop,8/13/2019
120222776,OtherB_prop,77,216,,2/13/2020
120222776,units_prop,77,0,,2/13/2020
120234040,occ_prop,Assembly: Other,Leisure & Entertainment,change occ_prop,8/13/2019
120244486,OtherB_init,12,12,,1/31/2020
120244486,units_init,12,0,,1/31/2020
120245305,units_init,,40,change u_init,8/13/2019
120249837,latitude,,40.817117,,1/30/2020
120249837,longitude,,-73.959078,,1/30/2020
120252403,Hotel_prop,,18,change occ_prop,8/13/2019
120252403,occ_prop,Residential: Multi-Family,Hotel or Dormitory,change occ_prop,8/13/2019
120252403,units_prop,18,0,change occ_prop,8/13/2019
120252412,Hotel_prop,,17,change occ_prop,8/13/2019
120252412,occ_prop,Residential: Multi-Family,Hotel or Dormitory,change occ_prop,8/13/2019
120252412,units_prop,17,0,change occ_prop,8/13/2019
120252421,Hotel_prop,,18,change occ_prop,8/13/2019
120252421,occ_prop,Residential: Multi-Family,Hotel or Dormitory,change occ_prop,8/13/2019
120252421,units_prop,18,0,change occ_prop,8/13/2019
120258470,occ_category,Other,Residential,Edit of demo with res units using Logic: Mixed Use flag,2/27/2020
120260298,OtherB_init,2,9,,1/31/2020
120260298,units_init,2,1,,1/31/2020
120260305,OtherB_init,2,12,,1/31/2020
120260305,units_init,2,0,,1/31/2020
120260779,Hotel_prop,19,19,,1/31/2020
120260779,units_init,36,0,,1/31/2020
120260779,units_prop,19,0,,1/31/2020
120261634,units_init,,0,change u_init,8/13/2019
120262036,Hotel_init,315,315,job related to units_.sql,2/21/2020
120262036,Hotel_prop,0,315,job related to units_.sql,2/21/2020
120262036,occ_init,Residential,Hotel or Dormitory,change occ_init,8/13/2019
120262036,units_init,315,0,job related to units_.sql,2/21/2020
120262777,Hotel_prop,95,95,,1/28/2020
120262777,units_prop,95,0,,1/28/2020
120272025,Hotel_init,602,602,,1/31/2020
120272025,Hotel_prop,586,586,,1/31/2020
120272025,units_init,602,0,,1/31/2020
120272025,units_prop,586,0,,1/31/2020
120273863,OtherB_init,34,34,,1/28/2020
120273863,OtherB_prop,24,34,,1/28/2020
120273863,units_init,34,0,,1/28/2020
120273863,units_prop,24,0,,1/28/2020
120275861,OtherB_init,7,6,,1/31/2020
120275861,units_init,7,1,,1/31/2020
120280338,OtherB_init,7,6,,1/31/2020
120280338,units_init,7,1,,1/31/2020
120288054,occ_prop,Commercial,Assisted Living Institution,change u_init,8/13/2019
120288054,OtherB_prop,14,14,,1/28/2020
120288054,units_init,,0,change u_init,8/13/2019
120288054,units_prop,14,0,,1/28/2020
120296928,units_init,,0,change u_init,8/13/2019
120297623,latitude,,40.817117,,1/30/2020
120297623,longitude,,-73.959078,,1/30/2020
120297623,occ_category,Other,Residential,Edit of demo with res units using Logic: Mixed Use flag,2/27/2020
120297632,latitude,,40.817146,,1/30/2020
120297632,longitude,,-73.958873,,1/30/2020
120297632,occ_category,Other,Residential,Edit of demo with res units using Logic: Mixed Use flag,2/27/2020
120303439,latitude,40.75263,40.75254719,,1/22/2020
120303439,longitude,-74.009236,-74.0092774,,1/22/2020
120304063,Hotel_init,92,93,,1/28/2020
120304063,Hotel_prop,105,105,,1/28/2020
120304063,units_init,92,0,,1/28/2020
120304063,units_prop,105,0,,1/28/2020
120307872,Hotel_init,83,83,job related to units_.sql,2/21/2020
120307872,Hotel_prop,0,87,job related to units_.sql,2/21/2020
120307872,occ_init,Residential,Hotel or Dormitory,change occ_init,8/13/2019
120307872,units_init,83,0,job related to units_.sql,2/21/2020
120308247,occ_prop,Commercial,Hotel or Dormitory,change occ_prop,8/13/2019
120308247,OtherB_prop,148,148,,1/28/2020
120308247,units_prop,148,0,,1/28/2020
120309843,OtherB_init,5,10,,2/3/2020
120309843,units_init,5,1,,2/3/2020
120309870,latitude,40.704513,40.70448326,,1/22/2020
120309870,longitude,-74.017438,-74.01767892,,1/22/2020
120310083,units_init,11,4,,1/31/2020
120313605,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
120314748,units_init,,0,change u_init,8/13/2019
120314748,x_inactive,,Inactive,Likely duplicate of job 110468770. Verify in 20Q2,1/31/2020
120314828,latitude,40.753394,40.75342017,,1/22/2020
120314828,longitude,-73.968729,-73.96870949,,1/22/2020
120316014,occ_prop,Commercial,Residential,Geocoding (add Lat/Long),8/13/2019
120321507,OtherB_init,8,7,,2/3/2020
120321507,units_init,8,1,,2/3/2020
120328216,OtherB_init,15,15,,1/31/2020
120328216,OtherB_prop,9,2,,1/31/2020
120328216,units_init,15,0,,1/31/2020
120328216,units_prop,9,7,,1/31/2020
120336742,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
120338982,OtherB_init,13,11,,1/31/2020
120338982,OtherB_prop,8,6,,1/31/2020
120338982,units_init,13,2,,1/31/2020
120338982,units_prop,8,2,,1/31/2020
120339268,OtherB_init,1,7,,2/3/2020
120339268,units_init,1,0,,2/3/2020
120351181,occ_init,Hotel or Dormitory,Residential: Multi-Family,change occ_init,8/13/2019
120351528,unit_change_postapr2010,,0,change u_init / change u_prop,8/13/2019
120351528,units_init,,21,change u_init / change u_prop,8/13/2019
120351528,units_prop,,21,change u_init / change u_prop,8/13/2019
120356266,occ_init,Residential,Assisted Living Institution,change occ_prop,8/13/2019
120356266,occ_prop,Hotel or Dormitory,Assisted Living Institution,change occ_prop,8/13/2019
120360108,unit_change_2011,,-1,change u_init / change u_prop,8/13/2019
120360108,units_init,,20,change u_init / change u_prop,8/13/2019
120366852,Hotel_prop,197,197,,1/28/2020
120366852,units_prop,197,0,,1/28/2020
120367067,OtherB_init,12,11,,1/31/2020
120367067,units_init,12,1,,1/31/2020
120375977,occ_init,Residential,Hotel or Dormitory,change occ_init / change occ_prop,2/18/2020
120375977,OtherB_init,74,74,,2/18/2020
120375977,OtherB_prop,59,59,,2/18/2020
120375977,units_init,74,0,,2/18/2020
120375977,units_prop,59,0,,2/18/2020
120377939,occ_prop,Assembly: Other,Leisure & Entertainment,change occ_prop,8/13/2019
120378581,OtherB_init,10,9,,1/31/2020
120378581,units_init,10,1,,1/31/2020
120381764,OtherB_init,11,11,,1/31/2020
120381764,units_init,11,0,,1/31/2020
120392422,OtherB_init,227,250,job related to units_.sql,2/21/2020
120392422,OtherB_prop,0,299,job related to units_.sql,2/21/2020
120392422,units_init,227,3,job related to units_.sql,2/21/2020
120392422,units_prop,0,1,job related to units_.sql,2/21/2020
120398480,occ_prop,Assembly: Other,Leisure & Entertainment,change occ_prop,8/13/2019
120403964,Hotel_init,572,1773,job related to units_.sql,2/21/2020
120403964,Hotel_prop,0,1781,job related to units_.sql,2/21/2020
120403964,occ_init,Residential,Hotel or Dormitory,change occ_init,8/13/2019
120403964,units_init,572,5,job related to units_.sql,2/21/2020
120403964,units_prop,0,5,job related to units_.sql,2/21/2020
120407719,Hotel_prop,0,16,,1/28/2020
120407719,units_prop,0,16,job related to units_.sql,2/21/2020
120408549,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
120409290,Hotel_init,342,342,,1/28/2020
120409290,Hotel_prop,346,355,,1/28/2020
120409290,units_init,342,0,,1/28/2020
120409290,units_prop,346,0,,1/28/2020
120413374,Hotel_init,392,406,job related to units_.sql,2/21/2020
120413374,Hotel_prop,0,418,job related to units_.sql,2/21/2020
120413374,occ_init,Residential,Hotel or Dormitory,change occ_init,8/13/2019
120413374,units_init,392,0,job related to units_.sql,2/21/2020
120424745,Hotel_prop,9,9,,1/28/2020
120424745,units_prop,9,0,,1/28/2020
120427190,OtherB_prop,228,228,,1/28/2020
120427190,units_prop,228,0,,1/28/2020
120430970,unit_change_2012,,0,change u_init / change u_prop,8/13/2019
120430970,units_init,,39,change u_init / change u_prop,8/13/2019
120433192,latitude,,40.817117,,1/30/2020
120433192,longitude,,-73.959078,,1/30/2020
120433209,latitude,,40.817117,,1/30/2020
120433209,longitude,,-73.959078,,1/30/2020
120434226,occ_init,Hotel or Dormitory,Residential,change occ_init,8/13/2019
120438981,Hotel_init,,11,,2/3/2020
120438981,Hotel_prop,,11,,2/3/2020
120438981,units_init,,0,,2/3/2020
120438981,units_prop,,0,,2/3/2020
120439454,OtherB_init,16,16,,2/3/2020
120439454,units_init,16,0,,2/3/2020
120440264,unit_change_2011,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_2012,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_2013,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_2014,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_2015,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_2016,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_2017,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_2018,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_postapr2010,,0,change u_init / change u_prop,8/13/2019
120440264,unit_change_preapr2010,,0,change u_init / change u_prop,8/13/2019
120440264,units_init,,183,change u_init / change u_prop,8/13/2019
120448293,latitude,40.741969,40.74197197,,1/22/2020
120448293,longitude,-73.972895,-73.97291047,,1/22/2020
120451082,Hotel_prop,0,39,,2/18/2020
120451082,OtherB_init,57,57,,2/18/2020
120451082,OtherB_prop,0,17,,2/18/2020
120451082,units_init,57,0,,2/18/2020
120458021,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
120473200,occ_init,Commercial,Residential: Multi-Family,change occ_init / change occ_prop,8/13/2019
120473200,occ_prop,Commercial,Residential: Multi-Family,change occ_init / change occ_prop,8/13/2019
120481013,OtherB_init,12,12,,1/31/2020
120481013,units_init,12,0,,1/31/2020
120481825,latitude,,40.817594,,1/30/2020
120481825,longitude,,-73.957257,,1/30/2020
120481834,latitude,,40.817594,,1/30/2020
120481834,longitude,,-73.957257,,1/30/2020
120481861,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
120482316,latitude,,40.818214,,1/30/2020
120482316,longitude,,-73.959094,,1/30/2020
120483912,Hotel_prop,330,330,,1/28/2020
120483912,units_prop,330,0,,1/28/2020
120492298,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
120492305,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
120497042,units_init,,0,change u_init,8/13/2019
120504276,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
120504301,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
120504418,units_prop,,0,change u_prop,8/13/2019
120508487,unit_change_2016,,0,change u_init / change u_prop,8/13/2019
120513694,Hotel_prop,250,250,,1/28/2020
120513694,units_prop,250,0,,1/28/2020
120515816,latitude,,40.773226,,1/30/2020
