job_number,flag,outlier
421613098,unit_change_2018 is negative,N
121617759,unit_change_2018 is negative,N
321671071,unit_change_2018 is negative,N
321546332,unit_change_2018 is negative,N
321653821,unit_change_2018 is negative,N
220652844,unit_change_2018 is negative,N
421420279,unit_change_2018 is negative,N
121123569,unit_change_2018 is negative,N
321633461,unit_change_2018 is negative,N
520311476,unit_change_2018 is negative,N
421610000,unit_change_2018 is negative,N
520324710,unit_change_2018 is negative,N
321675512,unit_change_2018 is negative,N
321547037,unit_change_2018 is negative,N
320626462,unit_change_2018 is negative,N
320915300,unit_change_2018 is negative,N
421548631,unit_change_2018 is negative,N
321380359,unit_change_2018 is negative,N
421417256,unit_change_2018 is negative,N
520302949,unit_change_2018 is negative,N
321655678,unit_change_2018 is negative,N
421436431,unit_change_2018 is negative,N
320124441,unit_change_2018 is negative,N
421548524,unit_change_2018 is negative,N
421635573,unit_change_2018 is negative,N
520328672,unit_change_2018 is negative,N
321641023,unit_change_2018 is negative,N
520319487,unit_change_2018 is negative,N
520323640,unit_change_2018 is negative,N
321671026,unit_change_2018 is negative,N
310176261,unit_change_2018 is negative,N
120649138,top 20 units_net A1,N
321749890,unit_change_2018 is negative,N
421365855,unit_change_2018 is negative,N
421593083,unit_change_2018 is negative,N
102926915,job_type= DM and units_init > 19,N
321766843,unit_change_2018 is negative,N
121471326,unit_change_2018 is negative,N
321697482,unit_change_2018 is negative,N
321546341,unit_change_2018 is negative,N
104294096,job_type= DM and units_init > 19,N
321794858,unit_change_2018 is negative,N
321528600,unit_change_2018 is negative,N
421576538,unit_change_2018 is negative,N
321234231,unit_change_2018 is negative,N
421548695,unit_change_2018 is negative,N
321738795,unit_change_2018 is negative,N
520312956,unit_change_2018 is negative,N
220620040,unit_change_2018 is negative,N
321718361,unit_change_2018 is negative,N
321633700,unit_change_2018 is negative,N
321667175,unit_change_2018 is negative,N
421548409,unit_change_2018 is negative,N
520326790,unit_change_2018 is negative,N
421552858,unit_change_2018 is negative,N
321459863,unit_change_2018 is negative,N
200797156,job_type= DM and units_init > 19,N
421271938,unit_change_2018 is negative,N
520318521,unit_change_2018 is negative,N
321251006,unit_change_2018 is negative,N
520317407,unit_change_2018 is negative,N
321786000,unit_change_2018 is negative,N
123131011,unit_change_2018 is negative,N
410111230,job_description contains both %RESID% AND %HOTEL%,N
421560876,unit_change_2018 is negative,N
520320457,unit_change_2018 is negative,N
520330838,unit_change_2018 is negative,N
421437699,unit_change_2018 is negative,N
520328707,unit_change_2018 is negative,N
220547709,unit_change_2018 is negative,N
104934065,job_type= DM and units_init > 19,N
122357056,unit_change_2018 is negative,N
321641041,unit_change_2018 is negative,N
421538410,unit_change_2018 is negative,N
321795893,unit_change_2018 is negative,N
320295284,unit_change_2018 is negative,N
421612801,unit_change_2018 is negative,N
122934735,unit_change_2018 is negative,N
421548640,unit_change_2018 is negative,N
520295788,unit_change_2018 is negative,N
421584510,unit_change_2018 is negative,N
121955900,,N
210178029,,C
122698811,,N
321171986,,C
122561520,,N
122521556,,C
121193430,,N
420653028,,N
420546396,,C
520255483,,N
321207163,,C
321727208,,N
320506092,,N
421428869,,N
122225573,,C
104844581,,C
120156311,top 20 units_net A1,N
120705683,,C
120705674,,C
122023032,,C
121190996,,C
121191325,,C
121911020,,N
122554477,,N
122487772,,N
320374171,,N
320284955,,N
123311371,,C
104576246,,C
120474593,,N
320848035,,N
121511658,,N
120252412,,N
201102387,,C
120705692,,C
123442747,,C
120066187,,N
121699625,,C
310230568,,Y
210177716,,N
321188852,,C
120490325,,N
320913516,,N
321187130,,C
123311424,,C
320565278,,N
320516884,,N
121712405,,C
122678003,,N
220550259,,N
320288719,,C
421561116,,C
120252421,,N
122281930,,C
123567158,,C
120580326,,N
122334134,,N
320891166,,C
520238252,,C
321166750,,C
421328236,,C
103739215,,C
321194391,,C
210033710,,C
103045697,,C
320177964,,N
121496559,,N
123311442,,C
122186473,,N
402591913,,N
123023138,,N
121718114,,N
421176284,,C
123214280,,N
121236484,,C
122684372,,N
220069002,,N
120909696,,N
121699634,,C
121109576,,Y
402164162,,N
123234507,,N
122789143,,N
122285160,,C
120989868,,N
110125132,,N
520071252,,C
210026489,,C
122788288,,N
120252403,,N
123032681,,N
121329222,,C
420288959,,N
122561511,,N
320596048,,C
104350532,,C
120705709,,C
122013383,,N
121404694,,N
401962523,,N
122382340,,N
120777187,,N
121756527,,N
421599201,,C
122706054,,N
122899462,,C
320176563,,N
321192384,,C
121136948,,N
110019266,,C
110049313,,C
320537282,,C
320251801,,N
121204268,,C
320892619,,C
121799795,,N
123580062,,N
321390632,,N
121718132,,C
121523477,,N
122225564,,C
220114793,,C
320762242,,N
121088170,,C
122525188,,N
120869603,,N
122369953,,C
123311380,,C
320279104,,C
103490358,,N
120663086,,C
301392026,,C
122535630,,N
321239370,,N
121186055,,N
220550696,,N
421453741,,N
104596359,,N
110477243,,N
121689011,,C
421366417,,N
121191245,,N
121236581,,N
122367857,,N
121668276,,C
110465229,,C
220035780,,C
120538793,,N
122694931,,C
320988393,,C
120649138,,N
121236572,,N
123311433,,C
122628718,,N
120486116,,N
120944185,,N
122999434,,N
120989877,,N
122334116,,N
122996570,,N
120909703,,N
421268265,,C
220550687,,N
102953911,,C
104316161,,N
123032707,,C
122751897,,N
121699616,,C
420652546,,N
121668267,,C
320540205,,N
122835593,,N
520351887,,C
410105504,,N
122362273,,N
120057375,,C
122122586,,C
420171076,,N
110326727,,N
402367997,,N
402166160,,C
421315222,,C
121184459,,N
123409221,,N
122278463,,N
122231799,,C
420995141,,N
122451658,,N
122851823,,N
121687594,,C
122824024,,N
120057375,job_description contains both %RESID% AND %HOTEL%,C
420288959,top 20 units_net A1,N
122561520,job_type= DM and units_init > 19,N
123311424,job_type= DM and units_init > 19,C
121511658,job_type= DM and units_init > 19,N
120989868,job_type= DM and units_init > 19,N
122835593,unit_change_2018 is negative,N
123023138,job_type= DM and units_init > 19,N
121236581,job_type= A1 and units_net < -50,N
104316161,units_net_complete is 50+ units greater than units proposed (NBs only),N
123214280,job_type= DM and units_init > 19,N
320177964,job_type= DM and units_init > 19,N
103490358,job_type= A1 and units_net < -50,N
301392026,job_description contains both %RESID% AND %HOTEL%,C
122535630,job_description contains both %RESID% AND %HOTEL%,N
402367997,units_net_complete is 50+ units greater than units proposed (NBs only),N
122240574,job_type= A1 and units_net < -50,C
122525188,job_type= A1 and units_net < -50,N
121756527,job_type= DM and units_init > 19,N
122013383,job_type= DM and units_init > 19,N
121193430,top 20 units_net A1,N
104844581,units_net_complete is 50+ units greater than units proposed (NBs only),C
310230568,top 10 units_prop A1,Y
121523477,job_type= DM and units_init > 19,N
320374171,top 10 units_prop A1,N
320596048,job_description contains both %RESID% AND %HOTEL%,C
321390632,job_type= DM and units_init > 19,N
520351887,top 20 units_net A1,C
121236572,top 20 units_net A1,N
320279104,job_type= DM and units_init > 19,C
104576246,units_net_complete is 50+ units greater than units proposed (NBs only),C
103739215,job_description contains both %RESID% AND %HOTEL%,C
321727208,unit_change_2018 is negative,N
121236484,units_net_complete is 50+ units greater than units proposed (NBs only),C
120490325,job_type= A1 and units_net < -50,N
320913516,job_type= A1 and units_net < -50,N
402166160,job_type= NB and units_init NOT 0,C
120538793,job_type= DM and units_init > 19,N
320988393,job_type= DM and units_init > 19,C
121190996,job_description contains both %RESID% AND %HOTEL%,C
121687594,job_type= DM and units_init > 19,C
123032707,job_type= DM and units_init > 19,C
121699616,job_type= DM and units_init > 19,C
122554477,job_type= DM and units_init > 19,N
321207163,job_type= DM and units_init > 19,C
421315222,job_description contains both %RESID% AND %HOTEL%,C
122122586,job_description contains both %RESID% AND %HOTEL%,C
321727208,job_type= DM and units_init > 19,N
421428869,job_type= DM and units_init > 19,N
122362273,job_type= A1 and units_net < -50,N
520351887,job_type= A1 and units_net < -50,C
321171986,job_type= DM and units_init > 19,C
121699625,job_type= DM and units_init > 19,C
121236572,job_type= A1 and units_net < -50,N
123311371,job_type= DM and units_init > 19,C
121699634,job_type= DM and units_init > 19,C
122285160,job_type= DM and units_init > 19,C
122788288,job_type= DM and units_init > 19,N
120490325,top 20 units_net A1,N
220550696,job_description contains both %RESID% AND %HOTEL%,N
121718114,job_type= DM and units_init > 19,N
123311442,job_type= DM and units_init > 19,C
120663086,job_description contains both %RESID% AND %HOTEL%,C
520238252,job_type= DM and units_init > 19,C
122561511,job_type= DM and units_init > 19,N
121404694,job_type= DM and units_init > 19,N
123032681,job_type= DM and units_init > 19,N
121204268,job_description contains both %RESID% AND %HOTEL%,C
321192384,job_description contains both %RESID% AND %HOTEL%,C
121329222,job_description contains both %RESID% AND %HOTEL%,C
121799795,job_type= DM and units_init > 19,N
120252403,job_description contains both %RESID% AND %HOTEL%,N
320537282,job_type= DM and units_init > 19,C
121668276,job_type= DM and units_init > 19,C
121689011,job_type= DM and units_init > 19,C
120649138,top 20 units_net A1,N
120869603,job_type= DM and units_init > 19,N
122334134,job_type= A1 and units_net < -50,N
123311380,job_type= DM and units_init > 19,C
421328236,job_description contains both %RESID% AND %HOTEL%,C
123567158,job_description contains both %RESID% AND %HOTEL%,C
122999434,job_type= DM and units_init > 19,N
122996570,job_type= DM and units_init > 19,N
210026489,units_net_complete is 50+ units greater than units proposed (NBs only),C
321188852,job_type= A1 and units_net < -50,C
120066187,job_description contains both %RESID% AND %HOTEL%,N
121191325,job_description contains both %RESID% AND %HOTEL%,C
401962523,units_net_complete is 50+ units greater than units proposed (NBs only),N
122240574,top 20 units_net A1,C
122835593,job_type= DM and units_init > 19,N
320540205,job_type= DM and units_init > 19,N
420653028,job_description contains both %RESID% AND %HOTEL%,N
122706054,top 20 units_net A1,N
121911020,job_type= DM and units_init > 19,N
121184459,job_description contains both %RESID% AND %HOTEL%,N
520255483,job_type= DM and units_init > 19,N
120705683,job_type= DM and units_init > 19,C
122225573,job_type= DM and units_init > 19,C
110019266,units_net_complete is 50+ units greater than units proposed (NBs only),C
121955900,job_type= DM and units_init > 19,N
421561116,job_type= DM and units_init > 19,C
122334116,job_type= A1 and units_net < -50,N
122487772,job_type= DM and units_init > 19,N
120474593,job_type= DM and units_init > 19,N
120909696,job_type= DM and units_init > 19,N
122789143,job_type= DM and units_init > 19,N
123234507,job_type= DM and units_init > 19,N
110465229,job_description contains both %RESID% AND %HOTEL%,C
110477243,job_description contains both %RESID% AND %HOTEL%,N
104596359,job_type= A1 and units_net < -50,N
122684372,job_type= DM and units_init > 19,N
320374171,top 20 units_net A1,N
321166750,job_type= DM and units_init > 19,C
103045697,job_type= NB and units_init NOT 0,C
121088170,job_type= A1 and units_net < -50,C
121136948,job_type= DM and units_init > 19,N
320176563,job_type= DM and units_init > 19,N
120705709,job_type= DM and units_init > 19,C
110049313,job_type= A1 and units_net < -50,C
122225564,job_type= DM and units_init > 19,C
320848035,top 10 units_prop A1,N
121718132,job_type= DM and units_init > 19,C
320892619,job_type= DM and units_init > 19,C
520071252,job_type= A1 and units_net < -50,C
220035780,job_type= DM and units_init > 19,C
421453741,job_type= DM and units_init > 19,N
421366417,job_type= DM and units_init > 19,N
122186473,job_type= A1 and units_net < -50,N
122369953,job_type= DM and units_init > 19,C
121186055,top 20 units_net A1,N
121712405,job_type= A1 and units_net < -50,C
321187130,job_type= A1 and units_net < -50,C
120989877,job_type= DM and units_init > 19,N
123311433,job_type= DM and units_init > 19,C
120252412,job_description contains both %RESID% AND %HOTEL%,N
210033710,units_net_complete is 50+ units greater than units proposed (NBs only),C
122851823,job_type= DM and units_init > 19,N
123409221,job_type= DM and units_init > 19,N
102953911,job_type= NB and units_init NOT 0,C
122751897,job_type= DM and units_init > 19,N
121668267,job_type= DM and units_init > 19,C
110326727,job_description contains both %RESID% AND %HOTEL%,N
120705674,job_type= DM and units_init > 19,C
122023032,job_type= DM and units_init > 19,C
410105504,job_description contains both %RESID% AND %HOTEL%,N
421366417,unit_change_2018 is negative,N
122698811,job_type= DM and units_init > 19,N
122678003,job_type= DM and units_init > 19,N
220550259,job_type= DM and units_init > 19,N
320288719,job_type= DM and units_init > 19,C
122281930,job_type= DM and units_init > 19,C
120580326,job_type= DM and units_init > 19,N
220550687,job_description contains both %RESID% AND %HOTEL%,N
120486116,job_type= A1 and units_net < -50,N
120705692,job_type= DM and units_init > 19,C
123442747,job_type= DM and units_init > 19,C
122186473,top 20 units_net A1,N
121191245,job_description contains both %RESID% AND %HOTEL%,N
421176284,job_type= DM and units_init > 19,C
220069002,job_type= DM and units_init > 19,N
121186055,job_type= A1 and units_net < -50,N
121496559,job_type= DM and units_init > 19,N
320891166,job_type= DM and units_init > 19,C
420171076,top 10 units_prop A1,N
122382340,job_type= DM and units_init > 19,N
220114793,job_type= A1 and units_net < -50,C
120777187,job_type= DM and units_init > 19,N
123580062,job_type= A1 and units_net < -50,N
320762242,job_type= DM and units_init > 19,N
122899462,job_type= A1 and units_net < -50,C
122706054,job_type= A1 and units_net < -50,N
421599201,job_description contains both %RESID% AND %HOTEL%,C
104350532,job_type= A1 and units_net < -50,C
122367857,job_type= DM and units_init > 19,N
110125132,job_description contains both %RESID% AND %HOTEL%,N
402591913,job_type= A1 and units_net < -50,N
321194391,job_type= A1 and units_net < -50,C
321239370,job_type= DM and units_init > 19,N
120909703,job_type= DM and units_init > 19,N
421268265,job_type= DM and units_init > 19,C
120252421,job_description contains both %RESID% AND %HOTEL%,N
320565278,job_description contains both %RESID% AND %HOTEL%,N
402164162,units_net_complete is 50+ units greater than units proposed (NBs only),N
122628718,job_type= DM and units_init > 19,N
120944185,job_type= DM and units_init > 19,N
122694931,job_type= DM and units_init > 19,C
122278463,job_type= DM and units_init > 19,N
122231799,job_type= DM and units_init > 19,C
420995141,job_type= DM and units_init > 19,N
122824024,job_type= DM and units_init > 19,N
122451658,job_type= DM and units_init > 19,N
320251801,top 20 units_net A1,N
121109576,top 10 units_prop A1,Y
420546396,job_description contains both %RESID% AND %HOTEL%,C
210178029,job_description contains both %RESID% AND %HOTEL%,C
122521556,job_description contains both %RESID% AND %HOTEL%,C
120057375,job_description contains both %RESID% AND %HOTEL%,C
122561520,job_type= DM and units_init > 19,N
123311424,job_type= DM and units_init > 19,C
121511658,job_type= DM and units_init > 19,N
120989868,job_type= DM and units_init > 19,N
110465229,job_description contains both %RESID% AND %HOTEL%,C
122835593,unit_change_2018 is negative,N
110477243,job_description contains both %RESID% AND %HOTEL%,N
123023138,job_type= DM and units_init > 19,N
121236581,job_type= A1 and units_net < -50,N
104316161,units_net_complete is 50+ units greater than units proposed (NBs only),N
123214280,job_type= DM and units_init > 19,N
104596359,job_type= A1 and units_net < -50,N
122684372,job_type= DM and units_init > 19,N
320284955,top 20 units_net A1,N
320177964,job_type= DM and units_init > 19,N
320374171,top 20 units_net A1,N
103490358,job_type= A1 and units_net < -50,N
301392026,job_description contains both %RESID% AND %HOTEL%,C
122535630,job_description contains both %RESID% AND %HOTEL%,N
321166750,job_type= DM and units_init > 19,C
103045697,job_type= NB and units_init NOT 0,C
402367997,units_net_complete is 50+ units greater than units proposed (NBs only),N
122240574,job_type= A1 and units_net < -50,C
122525188,job_type= A1 and units_net < -50,N
121088170,job_type= A1 and units_net < -50,C
121136948,job_type= DM and units_init > 19,N
121756527,job_type= DM and units_init > 19,N
320176563,job_type= DM and units_init > 19,N
120705709,job_type= DM and units_init > 19,C
122013383,job_type= DM and units_init > 19,N
110049313,job_type= A1 and units_net < -50,C
121193430,top 20 units_net A1,N
210177716,top 10 units_prop A1,N
104844581,units_net_complete is 50+ units greater than units proposed (NBs only),C
310230568,top 10 units_prop A1,Y
121523477,job_type= DM and units_init > 19,N
122225564,job_type= DM and units_init > 19,C
320596048,job_description contains both %RESID% AND %HOTEL%,C
321390632,job_type= DM and units_init > 19,N
420652546,top 20 units_net A1,N
121718132,job_type= DM and units_init > 19,C
520351887,top 20 units_net A1,C
320892619,job_type= DM and units_init > 19,C
520071252,job_type= A1 and units_net < -50,C
220035780,job_type= DM and units_init > 19,C
421453741,job_type= DM and units_init > 19,N
421366417,job_type= DM and units_init > 19,N
121236572,top 20 units_net A1,N
122186473,job_type= A1 and units_net < -50,N
320279104,job_type= DM and units_init > 19,C
104576246,units_net_complete is 50+ units greater than units proposed (NBs only),C
103739215,job_description contains both %RESID% AND %HOTEL%,C
122369953,job_type= DM and units_init > 19,C
321727208,unit_change_2018 is negative,N
121186055,top 20 units_net A1,N
121236484,units_net_complete is 50+ units greater than units proposed (NBs only),C
121712405,job_type= A1 and units_net < -50,C
321187130,job_type= A1 and units_net < -50,C
120490325,job_type= A1 and units_net < -50,N
120989877,job_type= DM and units_init > 19,N
320913516,job_type= A1 and units_net < -50,N
123311433,job_type= DM and units_init > 19,C
120252412,job_description contains both %RESID% AND %HOTEL%,N
402166160,job_type= NB and units_init NOT 0,C
120538793,job_type= DM and units_init > 19,N
210033710,units_net_complete is 50+ units greater than units proposed (NBs only),C
320988393,job_type= DM and units_init > 19,C
121190996,job_description contains both %RESID% AND %HOTEL%,C
121687594,job_type= DM and units_init > 19,C
122851823,job_type= DM and units_init > 19,N
123409221,job_type= DM and units_init > 19,N
102953911,job_type= NB and units_init NOT 0,C
122751897,job_type= DM and units_init > 19,N
123032707,job_type= DM and units_init > 19,C
121699616,job_type= DM and units_init > 19,C
121668267,job_type= DM and units_init > 19,C
122554477,job_type= DM and units_init > 19,N
110326727,job_description contains both %RESID% AND %HOTEL%,N
321207163,job_type= DM and units_init > 19,C
421315222,job_description contains both %RESID% AND %HOTEL%,C
122122586,job_description contains both %RESID% AND %HOTEL%,C
321727208,job_type= DM and units_init > 19,N
120705674,job_type= DM and units_init > 19,C
122023032,job_type= DM and units_init > 19,C
421428869,job_type= DM and units_init > 19,N
122362273,job_type= A1 and units_net < -50,N
520351887,job_type= A1 and units_net < -50,C
410105504,job_description contains both %RESID% AND %HOTEL%,N
421366417,unit_change_2018 is negative,N
122698811,job_type= DM and units_init > 19,N
321171986,job_type= DM and units_init > 19,C
122678003,job_type= DM and units_init > 19,N
220550259,job_type= DM and units_init > 19,N
320288719,job_type= DM and units_init > 19,C
122281930,job_type= DM and units_init > 19,C
120580326,job_type= DM and units_init > 19,N
220550687,job_description contains both %RESID% AND %HOTEL%,N
121699625,job_type= DM and units_init > 19,C
120486116,job_type= A1 and units_net < -50,N
120705692,job_type= DM and units_init > 19,C
123442747,job_type= DM and units_init > 19,C
121236572,job_type= A1 and units_net < -50,N
122186473,top 20 units_net A1,N
123311371,job_type= DM and units_init > 19,C
121699634,job_type= DM and units_init > 19,C
122285160,job_type= DM and units_init > 19,C
122788288,job_type= DM and units_init > 19,N
120490325,top 20 units_net A1,N
220550696,job_description contains both %RESID% AND %HOTEL%,N
121718114,job_type= DM and units_init > 19,N
121191245,job_description contains both %RESID% AND %HOTEL%,N
421176284,job_type= DM and units_init > 19,C
220069002,job_type= DM and units_init > 19,N
121186055,job_type= A1 and units_net < -50,N
121496559,job_type= DM and units_init > 19,N
123311442,job_type= DM and units_init > 19,C
120663086,job_description contains both %RESID% AND %HOTEL%,C
320891166,job_type= DM and units_init > 19,C
520238252,job_type= DM and units_init > 19,C
320506092,top 20 units_net A1,N
122382340,job_type= DM and units_init > 19,N
220114793,job_type= A1 and units_net < -50,C
120777187,job_type= DM and units_init > 19,N
122561511,job_type= DM and units_init > 19,N
121404694,job_type= DM and units_init > 19,N
123580062,job_type= A1 and units_net < -50,N
123032681,job_type= DM and units_init > 19,N
121204268,job_description contains both %RESID% AND %HOTEL%,C
320762242,job_type= DM and units_init > 19,N
321192384,job_description contains both %RESID% AND %HOTEL%,C
122899462,job_type= A1 and units_net < -50,C
122706054,job_type= A1 and units_net < -50,N
421599201,job_description contains both %RESID% AND %HOTEL%,C
121329222,job_description contains both %RESID% AND %HOTEL%,C
121799795,job_type= DM and units_init > 19,N
104350532,job_type= A1 and units_net < -50,C
120252403,job_description contains both %RESID% AND %HOTEL%,N
320537282,job_type= DM and units_init > 19,C
122367857,job_type= DM and units_init > 19,N
121668276,job_type= DM and units_init > 19,C
110125132,job_description contains both %RESID% AND %HOTEL%,N
121689011,job_type= DM and units_init > 19,C
402591913,job_type= A1 and units_net < -50,N
321194391,job_type= A1 and units_net < -50,C
321239370,job_type= DM and units_init > 19,N
120869603,job_type= DM and units_init > 19,N
122334134,job_type= A1 and units_net < -50,N
123311380,job_type= DM and units_init > 19,C
421328236,job_description contains both %RESID% AND %HOTEL%,C
120909703,job_type= DM and units_init > 19,N
123567158,job_description contains both %RESID% AND %HOTEL%,C
421268265,job_type= DM and units_init > 19,C
120252421,job_description contains both %RESID% AND %HOTEL%,N
320565278,job_description contains both %RESID% AND %HOTEL%,N
122999434,job_type= DM and units_init > 19,N
402164162,units_net_complete is 50+ units greater than units proposed (NBs only),N
122996570,job_type= DM and units_init > 19,N
210026489,units_net_complete is 50+ units greater than units proposed (NBs only),C
321188852,job_type= A1 and units_net < -50,C
122628718,job_type= DM and units_init > 19,N
120944185,job_type= DM and units_init > 19,N
120066187,job_description contains both %RESID% AND %HOTEL%,N
122694931,job_type= DM and units_init > 19,C
121191325,job_description contains both %RESID% AND %HOTEL%,C
122278463,job_type= DM and units_init > 19,N
122231799,job_type= DM and units_init > 19,C
401962523,units_net_complete is 50+ units greater than units proposed (NBs only),N
420995141,job_type= DM and units_init > 19,N
122824024,job_type= DM and units_init > 19,N
122451658,job_type= DM and units_init > 19,N
122240574,top 20 units_net A1,C
122835593,job_type= DM and units_init > 19,N
320540205,job_type= DM and units_init > 19,N
320251801,top 20 units_net A1,N
420653028,job_description contains both %RESID% AND %HOTEL%,N
121109576,top 10 units_prop A1,Y
420546396,job_description contains both %RESID% AND %HOTEL%,C
210178029,job_description contains both %RESID% AND %HOTEL%,C
122521556,job_description contains both %RESID% AND %HOTEL%,C
122706054,top 20 units_net A1,N
121911020,job_type= DM and units_init > 19,N
121184459,job_description contains both %RESID% AND %HOTEL%,N
520255483,job_type= DM and units_init > 19,N
120705683,job_type= DM and units_init > 19,C
122225573,job_type= DM and units_init > 19,C
110019266,units_net_complete is 50+ units greater than units proposed (NBs only),C
121955900,job_type= DM and units_init > 19,N
421561116,job_type= DM and units_init > 19,C
122334116,job_type= A1 and units_net < -50,N
122487772,job_type= DM and units_init > 19,N
120474593,job_type= DM and units_init > 19,N
120909696,job_type= DM and units_init > 19,N
122789143,job_type= DM and units_init > 19,N
123234507,job_type= DM and units_init > 19,N
320516884,top 20 units_net A1,N
421419968,unit_change_2018 is negative,N
220630271,unit_change_2018 is negative,N
321509300,unit_change_2018 is negative,N
302197655,job_type= DM and units_init > 19,N
121561283,unit_change_2018 is negative,N
321615409,unit_change_2018 is negative,N
220640965,unit_change_2018 is negative,N
301963285,job_type= DM and units_init > 19,N
320578344,unit_change_2018 is negative,N
321584200,unit_change_2018 is negative,N
103397370,unit_change_2018 is negative,N
121185671,unit_change_2018 is negative,N
321701823,unit_change_2018 is negative,N
302319694,unit_change_2018 is negative,N
122925120,unit_change_2018 is negative,N
520285619,unit_change_2018 is negative,N
320625640,unit_change_2018 is negative,N
320576346,unit_change_2018 is negative,N
104881530,job_type= DM and units_init > 19,N
421593092,unit_change_2018 is negative,N
120077380,job_type= DM and units_init > 19,N
104343266,unit_change_2018 is negative,N
421596491,unit_change_2018 is negative,N
321562457,unit_change_2018 is negative,N
421489062,unit_change_2018 is negative,N
104945507,job_type= DM and units_init > 19,N
421544742,unit_change_2018 is negative,N
421619118,unit_change_2018 is negative,N
104945516,job_type= DM and units_init > 19,N
421518272,unit_change_2018 is negative,N
103507466,job_description contains both %RESID% AND %HOTEL%,N
220582929,unit_change_2018 is negative,N
123113120,unit_change_2018 is negative,N
302363412,unit_change_2018 is negative,N
201106588,job_type= DM and units_init > 19,N
321697491,unit_change_2018 is negative,N
520307230,unit_change_2018 is negative,N
310070017,unit_change_2018 is negative,N
321628173,unit_change_2018 is negative,N
421355624,unit_change_2018 is negative,N
321646359,unit_change_2018 is negative,N
420603421,unit_change_2018 is negative,N
421555711,unit_change_2018 is negative,N
321679796,unit_change_2018 is negative,N
220627819,unit_change_2018 is negative,N
421607363,unit_change_2018 is negative,N
321677299,unit_change_2018 is negative,N
421575325,unit_change_2018 is negative,N
421341239,unit_change_2018 is negative,N
421586304,unit_change_2018 is negative,N
321482258,unit_change_2018 is negative,N
120929763,unit_change_2018 is negative,N
320968850,unit_change_2018 is negative,N
321571232,unit_change_2018 is negative,N
210086315,job_type= DM and units_init > 19,N
103907284,unit_change_2018 is negative,N
220425154,unit_change_2018 is negative,N
122927985,unit_change_2018 is negative,N
302015913,job_type= DM and units_init > 19,N
321581748,unit_change_2018 is negative,N
321779535,unit_change_2018 is negative,N
421548711,unit_change_2018 is negative,N
321474855,unit_change_2018 is negative,N
421570286,unit_change_2018 is negative,N
421552732,unit_change_2018 is negative,N
121048053,job_description contains both %RESID% AND %HOTEL%,N
421581167,unit_change_2018 is negative,N
520331409,unit_change_2018 is negative,N
120918533,unit_change_2018 is negative,N
321691433,unit_change_2018 is negative,N
220627409,unit_change_2018 is negative,N
121560765,unit_change_2018 is negative,N
321498090,unit_change_2018 is negative,N
321687055,unit_change_2018 is negative,N
421603893,unit_change_2018 is negative,N
321699408,unit_change_2018 is negative,N
220650230,unit_change_2018 is negative,N
520336173,unit_change_2018 is negative,N
420865246,unit_change_2018 is negative,N
421579651,unit_change_2018 is negative,N
520317559,unit_change_2018 is negative,N
421548276,unit_change_2018 is negative,N
122523821,unit_change_2018 is negative,N
103261514,unit_change_2018 is negative,N
321794821,unit_change_2018 is negative,N
520320983,unit_change_2018 is negative,N
122260668,unit_change_2018 is negative,N
321633693,unit_change_2018 is negative,N
520319575,unit_change_2018 is negative,N
520329047,unit_change_2018 is negative,N
520331150,unit_change_2018 is negative,N
321535166,unit_change_2018 is negative,N
421051818,unit_change_2018 is negative,N
321701832,unit_change_2018 is negative,N
321637298,unit_change_2018 is negative,N
321723328,unit_change_2018 is negative,N
320981452,unit_change_2018 is negative,N
321697446,unit_change_2018 is negative,N
321751751,unit_change_2018 is negative,N
520328949,unit_change_2018 is negative,N
421412144,unit_change_2018 is negative,N
220575919,unit_change_2018 is negative,N
421418996,unit_change_2018 is negative,N
421595134,unit_change_2018 is negative,N
321751733,unit_change_2018 is negative,N
321320833,unit_change_2018 is negative,N
321684842,unit_change_2018 is negative,N
321131360,unit_change_2018 is negative,N
220627837,unit_change_2018 is negative,N
320587726,unit_change_2018 is negative,N
520318451,unit_change_2018 is negative,N
421601163,unit_change_2018 is negative,N
120156311,top 20 units_net A1,N
220591205,unit_change_2018 is negative,N
122801708,unit_change_2018 is negative,N
220621940,unit_change_2018 is negative,N
421587241,unit_change_2018 is negative,N
201110939,job_type= DM and units_init > 19,N
220630280,unit_change_2018 is negative,N
520327557,unit_change_2018 is negative,N
421270305,unit_change_2018 is negative,N
421548515,unit_change_2018 is negative,N
520323668,unit_change_2018 is negative,N
321505297,unit_change_2018 is negative,N
302386095,job_type= DM and units_init > 19,N
421603642,unit_change_2018 is negative,N
520317292,unit_change_2018 is negative,N
520255492,unit_change_2018 is negative,N
421525184,unit_change_2018 is negative,N
520316578,unit_change_2018 is negative,N
321431438,unit_change_2018 is negative,N
421484646,unit_change_2018 is negative,N
102994985,job_description contains both %RESID% AND %HOTEL%,N
321562448,unit_change_2018 is negative,N
421299348,unit_change_2018 is negative,N
121705342,unit_change_2018 is negative,N
220575642,unit_change_2018 is negative,N
320915248,unit_change_2018 is negative,N
321640408,unit_change_2018 is negative,N
421548418,unit_change_2018 is negative,N
421578563,unit_change_2018 is negative,N
421491282,unit_change_2018 is negative,N
421611152,unit_change_2018 is negative,N
520285600,unit_change_2018 is negative,N
321251024,unit_change_2018 is negative,N
520304322,unit_change_2018 is negative,N
120926070,job_type= A1 and units_net < -50,N
